team2,team1,notsure1,date,H_A_N1,points1,H_A_N2,points2,team1_name,team2_name,team1_madness,team2_madness
1,24,734909,2012-02-11,-1,72,1,61,Boise_St,Air_Force,0,0
1,53,734829,2011-11-23,-1,76,1,73,Colorado,Air_Force,1,0
1,54,734902,2012-02-04,1,67,-1,49,Colorado_St,Air_Force,1,0
1,54,734930,2012-03-03,-1,75,1,65,Colorado_St,Air_Force,1,0
1,72,734839,2011-12-03,1,62,-1,60,Drake,Air_Force,0,0
1,104,734858,2011-12-22,1,70,-1,60,Gonzaga,Air_Force,1,0
1,193,734898,2012-01-31,-1,81,1,42,New_Mexico,Air_Force,1,0
1,193,734927,2012-02-29,1,86,-1,56,New_Mexico,Air_Force,1,0
1,245,734888,2012-01-21,1,57,-1,44,San_Diego_St,Air_Force,1,0
1,279,734892,2012-01-25,1,59,-1,56,TCU,Air_Force,0,0
1,279,734920,2012-02-22,-1,65,1,62,TCU,Air_Force,0,0
1,307,734895,2012-01-28,-1,65,1,63,UNLV,Air_Force,1,0
1,307,734923,2012-02-25,1,68,-1,58,UNLV,Air_Force,1,0
1,327,734865,2011-12-29,0,72,0,61,Wagner,Air_Force,0,0
1,342,734885,2012-01-18,-1,64,1,53,Wyoming,Air_Force,0,0
2,32,734885,2012-01-18,1,82,-1,70,Buffalo,Akron,0,0
2,32,734927,2012-02-29,-1,74,1,70,Buffalo,Akron,0,0
2,49,734846,2011-12-10,1,69,-1,66,Cleveland_St,Akron,0,0
2,75,734825,2011-11-19,0,81,0,76,Duquesne,Akron,0,0
2,180,734840,2011-12-04,1,77,-1,53,MTSU,Akron,0,0
2,210,734923,2012-02-25,1,85,-1,61,Ohio,Akron,1,0
2,215,734916,2012-02-18,1,67,-1,61,Oral_Roberts,Akron,0,0
2,316,734865,2011-12-29,-1,76,1,75,VA_Commonwealth,Akron,1,0
2,317,734824,2011-11-18,1,62,-1,59,Valparaiso,Akron,0,0
2,332,734834,2011-11-28,1,77,-1,56,West_Virginia,Akron,1,0
3,66,734843,2011-12-07,1,74,-1,62,Dayton,Alabama,0,1
3,89,734912,2012-02-14,-1,61,1,52,Florida,Alabama,1,1
3,100,734837,2011-12-01,-1,57,1,55,Georgetown,Alabama,1,1
3,133,734853,2011-12-17,0,71,0,58,Kansas_St,Alabama,1,1
3,136,734888,2012-01-21,1,77,-1,71,Kentucky,Alabama,1,1
3,151,734909,2012-02-11,1,67,-1,58,LSU,Alabama,0,1
3,168,734930,2012-03-03,1,60,-1,51,Mississippi,Alabama,0,1
3,169,734881,2012-01-14,1,56,-1,52,Mississippi_St,Alabama,0,1
3,260,734892,2012-01-25,1,56,-1,54,South_Carolina,Alabama,0,1
3,318,734886,2012-01-19,-1,69,1,59,Vanderbilt,Alabama,1,1
4,3,734829,2011-11-23,1,82,-1,45,Alabama,Alabama_A&M,1,0
4,5,734881,2012-01-14,1,53,-1,50,Alabama_St,Alabama_A&M,0,0
4,5,734909,2012-02-11,-1,57,1,47,Alabama_St,Alabama_A&M,0,0
4,13,734902,2012-02-04,1,81,-1,75,Ark_Pine_Bluff,Alabama_A&M,0,0
4,103,734855,2011-12-19,1,65,-1,54,Georgia_Tech,Alabama_A&M,0,0
4,105,734872,2012-01-05,1,60,-1,55,Grambling,Alabama_A&M,0,0
4,105,734930,2012-03-03,-1,75,1,72,Grambling,Alabama_A&M,0,0
4,128,734870,2012-01-03,1,55,-1,52,Jackson_St,Alabama_A&M,0,0
4,165,734853,2011-12-17,1,87,-1,57,Michigan,Alabama_A&M,1,0
4,178,734876,2012-01-09,-1,81,1,69,MS_Valley_St,Alabama_A&M,1,0
4,178,734904,2012-02-06,1,78,-1,64,MS_Valley_St,Alabama_A&M,1,0
4,225,734923,2012-02-25,1,60,-1,52,Prairie_View,Alabama_A&M,0,0
4,259,734839,2011-12-03,1,67,-1,44,South_Alabama,Alabama_A&M,0,0
4,264,734888,2012-01-21,1,75,-1,69,Southern_Univ,Alabama_A&M,0,0
4,264,734916,2012-02-18,-1,72,1,65,Southern_Univ,Alabama_A&M,0,0
4,282,734857,2011-12-21,1,78,-1,68,Tennessee_St,Alabama_A&M,0,0
4,292,734817,2011-11-11,1,72,-1,63,Tulane,Alabama_A&M,0,0
4,294,734895,2012-01-28,-1,73,1,61,TX_Southern,Alabama_A&M,0,0
4,294,734925,2012-02-27,1,69,-1,59,TX_Southern,Alabama_A&M,0,0
4,295,734867,2011-12-31,1,92,-1,58,UAB,Alabama_A&M,0,0
5,7,734888,2012-01-21,1,61,-1,60,Alcorn_St,Alabama_St,0,0
5,13,734904,2012-02-06,1,62,-1,61,Ark_Pine_Bluff,Alabama_St,0,0
5,46,734819,2011-11-13,1,65,-1,40,Cincinnati,Alabama_St,1,0
5,48,734855,2011-12-19,1,70,-1,45,Clemson,Alabama_St,0,0
5,71,734858,2011-12-22,1,80,-1,56,Detroit,Alabama_St,1,0
5,84,734835,2011-11-29,1,62,-1,55,Evansville,Alabama_St,0,0
5,130,734825,2011-11-19,1,78,-1,65,Jacksonville_St,Alabama_St,0,0
5,156,734817,2011-11-11,1,67,-1,49,Marshall,Alabama_St,0,0
5,178,734874,2012-01-07,-1,67,1,60,MS_Valley_St,Alabama_St,1,0
5,178,734902,2012-02-04,1,70,-1,58,MS_Valley_St,Alabama_St,1,0
5,207,734823,2011-11-17,-1,67,1,60,Northwestern_LA,Alabama_St,0,0
5,225,734895,2012-01-28,-1,64,1,57,Prairie_View,Alabama_St,0,0
5,225,734925,2012-02-27,1,62,-1,59,Prairie_View,Alabama_St,0,0
5,256,734846,2011-12-10,1,74,-1,48,SF_Austin,Alabama_St,0,0
5,264,734890,2012-01-23,1,68,-1,56,Southern_Univ,Alabama_St,0,0
5,264,734918,2012-02-20,-1,55,1,53,Southern_Univ,Alabama_St,0,0
5,271,734853,2011-12-17,1,65,-1,35,St_Louis,Alabama_St,1,0
5,294,734923,2012-02-25,1,67,-1,59,TX_Southern,Alabama_St,0,0
6,26,734883,2012-01-16,1,70,-1,57,Boston_Univ,Albany_NY,0,0
6,26,734904,2012-02-06,-1,81,1,78,Boston_Univ,Albany_NY,0,0
6,58,734853,2011-12-17,1,85,-1,82,Cornell,Albany_NY,0,0
6,99,734828,2011-11-22,1,66,-1,46,George_Mason,Albany_NY,0,0
6,157,734864,2011-12-28,1,83,-1,72,Maryland,Albany_NY,0,0
6,192,734907,2012-02-09,1,69,-1,64,New_Hampshire,Albany_NY,0,0
6,222,734817,2011-11-11,1,89,-1,56,Pittsburgh,Albany_NY,0,0
6,257,734841,2011-12-05,1,64,-1,60,Siena,Albany_NY,0,0
6,276,734875,2012-01-08,1,81,-1,68,Stony_Brook,Albany_NY,0,0
6,276,734902,2012-02-04,-1,76,1,69,Stony_Brook,Albany_NY,0,0
6,276,734931,2012-03-04,0,57,0,55,Stony_Brook,Albany_NY,0,0
6,277,734821,2011-11-15,1,98,-1,74,Syracuse,Albany_NY,1,0
6,319,734886,2012-01-19,1,73,-1,69,Vermont,Albany_NY,1,0
6,319,734913,2012-02-15,-1,50,1,47,Vermont,Albany_NY,1,0
7,4,734890,2012-01-23,-1,65,1,64,Alabama_A&M,Alcorn_St,0,0
7,4,734918,2012-02-20,1,81,-1,71,Alabama_A&M,Alcorn_St,0,0
7,5,734916,2012-02-18,1,78,-1,63,Alabama_St,Alcorn_St,0,0
7,13,734883,2012-01-16,1,75,-1,68,Ark_Pine_Bluff,Alcorn_St,0,0
7,105,734876,2012-01-09,-1,72,1,71,Grambling,Alcorn_St,0,0
7,135,734825,2011-11-19,1,77,-1,58,Kent,Alcorn_St,0,0
7,178,734881,2012-01-14,1,85,-1,66,MS_Valley_St,Alcorn_St,1,0
7,178,734909,2012-02-11,-1,71,1,63,MS_Valley_St,Alcorn_St,1,0
7,190,734853,2011-12-17,1,60,-1,46,Nebraska,Alcorn_St,0,0
7,225,734872,2012-01-05,1,55,-1,47,Prairie_View,Alcorn_St,0,0
7,225,734930,2012-03-03,-1,64,1,61,Prairie_View,Alcorn_St,0,0
7,244,734832,2011-11-26,0,66,0,65,San_Diego,Alcorn_St,0,0
7,259,734847,2011-12-11,1,102,-1,62,South_Alabama,Alcorn_St,0,0
7,263,734865,2011-12-29,1,80,-1,49,Southern_Miss,Alcorn_St,1,0
7,264,734895,2012-01-28,1,65,-1,54,Southern_Univ,Alcorn_St,0,0
7,285,734836,2011-11-30,1,56,-1,44,Texas_A&M,Alcorn_St,0,0
7,292,734831,2011-11-25,1,83,-1,41,Tulane,Alcorn_St,0,0
7,294,734870,2012-01-03,1,87,-1,52,TX_Southern,Alcorn_St,0,0
7,294,734928,2012-03-01,-1,54,1,51,TX_Southern,Alcorn_St,0,0
7,332,734823,2011-11-17,1,97,-1,62,West_Virginia,Alcorn_St,1,0
8,31,734892,2012-01-25,1,67,-1,61,Bucknell,American_Univ,0,0
8,31,734921,2012-02-23,-1,55,1,50,Bucknell,American_Univ,0,0
8,100,734853,2011-12-17,1,81,-1,55,Georgetown,American_Univ,1,0
8,112,734909,2012-02-11,1,59,-1,52,Holy_Cross,American_Univ,0,0
8,140,734878,2012-01-11,1,71,-1,60,Lehigh,American_Univ,1,0
8,140,734930,2012-03-03,1,85,-1,66,Lehigh,American_Univ,1,0
8,160,734820,2011-11-14,1,64,-1,62,MD_E_Shore,American_Univ,0,0
8,179,734865,2011-12-29,1,49,-1,42,Mt_St_Mary's,American_Univ,0,0
8,234,734817,2011-11-11,1,66,-1,56,Richmond,American_Univ,0,0
8,268,734846,2011-12-10,1,66,-1,61,St_Francis_PA,American_Univ,0,0
8,320,734858,2011-12-22,1,73,-1,52,Villanova,American_Univ,0,0
9,44,734874,2012-01-07,1,65,-1,63,Chattanooga,Appalachian_St,0,0
9,47,734920,2012-02-22,1,62,-1,51,Citadel,Appalachian_St,0,0
9,51,734902,2012-02-04,-1,74,1,62,Col_Charleston,Appalachian_St,0,0
9,65,734881,2012-01-14,-1,83,1,79,Davidson,Appalachian_St,1,0
9,80,734828,2011-11-22,0,67,0,47,East_Carolina,Appalachian_St,0,0
9,82,734904,2012-02-06,1,82,-1,59,Elon,Appalachian_St,0,0
9,83,734821,2011-11-15,1,81,-1,68,ETSU,Appalachian_St,0,0
9,83,734846,2011-12-10,-1,65,1,48,ETSU,Appalachian_St,0,0
9,97,734839,2011-12-03,1,73,-1,62,Ga_Southern,Appalachian_St,0,0
9,163,734866,2011-12-30,1,84,-1,54,Miami_FL,Appalachian_St,0,0
9,167,734842,2011-12-06,1,70,-1,56,Minnesota,Appalachian_St,0,0
9,199,734853,2011-12-17,1,97,-1,82,North_Carolina,Appalachian_St,1,0
9,243,734900,2012-02-02,-1,53,1,52,Samford,Appalachian_St,0,0
9,305,734893,2012-01-26,1,77,-1,73,UNC_Greensboro,Appalachian_St,0,0
9,305,734930,2012-03-03,0,65,0,55,UNC_Greensboro,Appalachian_St,0,0
9,324,734923,2012-02-25,1,83,-1,75,W_Carolina,Appalachian_St,0,0
9,340,734886,2012-01-19,1,73,-1,61,Wofford,Appalachian_St,0,0
9,340,734909,2012-02-11,-1,66,1,64,Wofford,Appalachian_St,0,0
10,11,734931,2012-03-04,1,87,-1,80,Arizona_St,Arizona,0,0
10,53,734888,2012-01-21,1,64,-1,63,Colorado,Arizona,1,0
10,89,734843,2011-12-07,1,78,-1,72,Florida,Arizona,1,0
10,104,734853,2011-12-17,0,71,0,60,Gonzaga,Arizona,1,0
10,169,734824,2011-11-18,0,67,0,57,Mississippi_St,Arizona,0,0
10,216,734881,2012-01-14,-1,59,1,57,Oregon,Arizona,0,0
10,245,734829,2011-11-23,-1,61,1,57,San_Diego_St,Arizona,1,0
10,300,734872,2012-01-05,0,65,0,58,UCLA,Arizona,0,0
10,329,734895,2012-01-28,-1,69,1,67,Washington,Arizona,0,0
10,329,734916,2012-02-18,1,79,-1,70,Washington,Arizona,0,0
11,10,734867,2011-12-31,1,68,-1,51,Arizona,Arizona_St,0,0
11,37,734902,2012-02-04,1,68,-1,47,California,Arizona_St,1,0
11,53,734886,2012-01-19,1,69,-1,54,Colorado,Arizona_St,1,0
11,53,734909,2012-02-11,-1,63,1,49,Colorado,Arizona_St,1,0
11,70,734833,2011-11-27,0,68,0,64,DePaul,Arizona_St,0,0
11,86,734830,2011-11-24,0,55,0,44,Fairfield,Arizona_St,0,0
11,94,734857,2011-12-21,-1,68,1,65,Fresno_St,Arizona_St,0,0
11,191,734843,2011-12-07,-1,69,1,61,Nevada,Arizona_St,0,0
11,193,734824,2011-11-18,-1,76,1,71,New_Mexico,Arizona_St,1,0
11,204,734853,2011-12-17,-1,69,1,68,Northern_Arizona,Arizona_St,0,0
11,216,734879,2012-01-12,-1,67,1,58,Oregon,Arizona_St,0,0
11,221,734821,2011-11-15,-1,66,1,60,Pepperdine,Arizona_St,0,0
11,263,734855,2011-12-19,-1,64,1,61,Southern_Miss,Arizona_St,1,0
11,274,734900,2012-02-02,1,68,-1,44,Stanford,Arizona_St,0,0
11,300,734874,2012-01-07,0,75,0,58,UCLA,Arizona_St,0,0
11,300,734921,2012-02-23,-1,66,1,57,UCLA,Arizona_St,0,0
11,311,734888,2012-01-21,1,64,-1,43,Utah,Arizona_St,0,0
11,329,734893,2012-01-26,-1,60,1,54,Washington,Arizona_St,0,0
11,329,734914,2012-02-16,1,77,-1,69,Washington,Arizona_St,0,0
11,330,734916,2012-02-18,1,72,-1,50,Washington_St,Arizona_St,0,0
12,78,734824,2011-11-18,1,62,-1,51,E_Michigan,Ark_Little_Rock,0,0
12,120,734856,2011-12-20,1,72,-1,65,Illinois_St,Ark_Little_Rock,0,0
12,136,734870,2012-01-03,0,73,0,51,Kentucky,Ark_Little_Rock,1,0
12,146,734853,2011-12-17,1,71,-1,68,Louisiana_Tech,Ark_Little_Rock,0,0
12,166,734826,2011-11-20,1,69,-1,47,Michigan_St,Ark_Little_Rock,1,0
12,172,734846,2011-12-10,-1,68,1,60,Missouri_St,Ark_Little_Rock,0,0
12,180,734909,2012-02-11,1,68,-1,60,MTSU,Ark_Little_Rock,0,0
12,202,734921,2012-02-23,-1,75,1,67,North_Texas,Ark_Little_Rock,0,0
12,207,734835,2011-11-29,1,80,-1,65,Northwestern_LA,Ark_Little_Rock,0,0
12,215,734848,2011-12-12,-1,58,1,55,Oral_Roberts,Ark_Little_Rock,0,0
12,258,734840,2011-12-04,-1,69,1,63,SMU,Ark_Little_Rock,0,0
12,293,734817,2011-11-11,1,65,-1,49,Tulsa,Ark_Little_Rock,0,0
12,301,734886,2012-01-19,-1,68,1,49,ULL,Ark_Little_Rock,0,0
12,334,734832,2011-11-26,-1,59,1,54,WI_Milwaukee,Ark_Little_Rock,0,0
12,339,734888,2012-01-21,1,65,-1,53,WKU,Ark_Little_Rock,0,0
12,339,734931,2012-03-04,0,68,0,63,WKU,Ark_Little_Rock,0,0
13,1,734846,2011-12-10,1,63,-1,51,Air_Force,Ark_Pine_Bluff,0,0
13,2,734851,2011-12-15,1,87,-1,64,Akron,Ark_Pine_Bluff,0,0
13,4,734874,2012-01-07,1,65,-1,62,Alabama_A&M,Ark_Pine_Bluff,0,0
13,5,734876,2012-01-09,1,62,-1,56,Alabama_St,Ark_Pine_Bluff,0,0
13,7,734911,2012-02-13,1,66,-1,58,Alcorn_St,Ark_Pine_Bluff,0,0
13,17,734834,2011-11-28,1,72,-1,59,Auburn,Ark_Pine_Bluff,0,0
13,46,734857,2011-12-21,1,101,-1,53,Cincinnati,Ark_Pine_Bluff,1,0
13,70,734853,2011-12-17,1,81,-1,62,DePaul,Ark_Pine_Bluff,0,0
13,105,734895,2012-01-28,-1,60,1,55,Grambling,Ark_Pine_Bluff,0,0
13,130,734864,2011-12-28,0,78,0,55,Jacksonville_St,Ark_Pine_Bluff,0,0
13,165,734849,2011-12-13,1,63,-1,50,Michigan,Ark_Pine_Bluff,1,0
13,178,734870,2012-01-03,1,82,-1,67,MS_Valley_St,Ark_Pine_Bluff,1,0
13,194,734867,2011-12-31,1,81,-1,65,New_Mexico_St,Ark_Pine_Bluff,1,0
13,213,734821,2011-11-15,1,73,-1,46,Oklahoma_St,Ark_Pine_Bluff,0,0
13,215,734822,2011-11-16,0,80,0,44,Oral_Roberts,Ark_Pine_Bluff,0,0
13,225,734890,2012-01-23,1,76,-1,75,Prairie_View,Ark_Pine_Bluff,0,0
13,258,734828,2011-11-22,0,64,0,55,SMU,Ark_Pine_Bluff,0,0
13,264,734881,2012-01-14,-1,69,1,68,Southern_Univ,Ark_Pine_Bluff,0,0
13,294,734888,2012-01-21,1,69,-1,55,TX_Southern,Ark_Pine_Bluff,0,0
13,294,734916,2012-02-18,-1,84,1,65,TX_Southern,Ark_Pine_Bluff,0,0
13,314,734865,2011-12-29,1,79,-1,58,UTEP,Ark_Pine_Bluff,0,0
14,3,734895,2012-01-28,1,72,-1,66,Alabama,Arkansas,1,0
14,3,734921,2012-02-23,-1,79,1,68,Alabama,Arkansas,1,0
14,56,734839,2011-12-03,1,75,-1,62,Connecticut,Arkansas,1,0
14,89,734916,2012-02-18,-1,98,1,68,Florida,Arkansas,1,0
14,101,734906,2012-02-08,1,81,-1,59,Georgia,Arkansas,0,0
14,113,734824,2011-11-18,0,87,0,78,Houston,Arkansas,0,0
14,136,734884,2012-01-17,1,86,-1,63,Kentucky,Arkansas,1,0
14,151,734902,2012-02-04,1,71,-1,65,LSU,Arkansas,0,0
14,168,734878,2012-01-11,1,71,-1,63,Mississippi,Arkansas,0,0
14,168,734926,2012-02-28,-1,77,1,75,Mississippi,Arkansas,0,0
