team2,team1,notsure1,date,H_A_N1,points1,H_A_N2,points2,team1_name,team2_name,team1_madness,team2_madness
1,25,735952,2014-12-20,1,77,-1,33,Boise_St,Abilene_Chr,1,0
1,76,735924,2014-11-22,-1,102,1,81,Duquesne,Abilene_Chr,0,0
1,107,735960,2014-12-28,1,83,-1,81,Grand_Canyon,Abilene_Chr,0,0
1,115,735938,2014-12-06,1,71,-1,59,Houston,Abilene_Chr,0,0
1,116,735996,2015-02-02,1,77,-1,61,Houston_Bap,Abilene_Chr,0,0
1,123,735987,2015-01-24,-1,77,1,61,Incarnate_Word,Abilene_Chr,0,0
1,123,736027,2015-03-05,1,64,-1,52,Incarnate_Word,Abilene_Chr,0,0
1,142,735994,2015-01-31,1,84,-1,74,Lamar,Abilene_Chr,0,0
1,142,736003,2015-02-09,0,80,0,61,Lamar,Abilene_Chr,0,0
1,153,735949,2014-12-17,1,83,-1,44,Loyola-Chicago,Abilene_Chr,0,0
1,163,735983,2015-01-20,1,63,-1,56,McNeese_St,Abilene_Chr,0,0
1,200,736022,2015-02-28,1,75,-1,55,New_Orleans,Abilene_Chr,0,0
1,248,735989,2015-01-26,-1,80,1,63,Sam_Houston_St,Abilene_Chr,0,0
1,248,736010,2015-02-16,1,71,-1,49,Sam_Houston_St,Abilene_Chr,0,0
1,258,736001,2015-02-07,-1,65,1,52,SE_Louisiana,Abilene_Chr,0,0
1,258,736015,2015-02-21,1,55,-1,54,SE_Louisiana,Abilene_Chr,0,0
1,262,735980,2015-01-17,-1,82,1,64,SF_Austin,Abilene_Chr,1,0
1,284,736018,2015-02-24,-1,67,1,44,TAM_C._Christi,Abilene_Chr,0,0
1,284,736029,2015-03-07,1,58,-1,27,TAM_C._Christi,Abilene_Chr,0,0
1,299,735921,2014-11-19,1,65,-1,39,Tulsa,Abilene_Chr,0,0
1,304,735931,2014-11-29,1,76,-1,56,UC_Riverside,Abilene_Chr,0,0
2,17,735916,2014-11-14,1,84,-1,78,Army,Air_Force,0,0
2,25,735987,2015-01-24,-1,77,1,68,Boise_St,Air_Force,1,0
2,25,736005,2015-02-11,1,67,-1,42,Boise_St,Air_Force,1,0
2,54,735927,2014-11-25,1,68,-1,53,Colorado,Air_Force,0,0
2,55,735973,2015-01-10,-1,92,1,87,Colorado_St,Air_Force,0,0
2,55,736015,2015-02-21,1,66,-1,53,Colorado_St,Air_Force,0,0
2,95,736026,2015-03-04,1,68,-1,66,Fresno_St,Air_Force,0,0
2,196,735966,2015-01-03,1,80,-1,62,Nevada,Air_Force,0,0
2,198,735977,2015-01-14,1,60,-1,48,New_Mexico,Air_Force,0,0
2,251,735963,2014-12-31,1,53,-1,49,San_Diego_St,Air_Force,1,0
2,251,735983,2015-01-20,-1,77,1,45,San_Diego_St,Air_Force,1,0
2,293,735932,2014-11-30,1,63,-1,62,Texas_Tech,Air_Force,0,0
2,302,735952,2014-12-20,-1,81,1,75,UC_Davis,Air_Force,0,0
2,313,735994,2015-01-31,1,74,-1,63,UNLV,Air_Force,0,0
2,318,735980,2015-01-17,1,71,-1,59,Utah_St,Air_Force,0,0
2,318,736022,2015-02-28,-1,74,1,60,Utah_St,Air_Force,0,0
3,33,736018,2015-02-24,1,67,-1,62,Buffalo,Akron,1,0
3,79,736008,2015-02-14,1,78,-1,75,E_Michigan,Akron,0,0
3,138,736028,2015-03-06,1,79,-1,77,Kent,Akron,0,0
3,167,735923,2014-11-21,0,79,0,51,Miami_FL,Akron,0,0
3,168,736015,2015-02-21,-1,57,1,52,Miami_OH,Akron,0,0
3,168,736025,2015-03-03,1,70,-1,63,Miami_OH,Akron,0,0
3,184,735945,2014-12-13,-1,62,1,61,MTSU,Akron,0,0
3,187,735948,2014-12-16,1,55,-1,46,N_Dakota_St,Akron,1,0
3,188,735984,2015-01-21,1,64,-1,61,N_Illinois,Akron,0,0
3,216,735998,2015-02-04,1,83,-1,82,Ohio,Akron,0,0
3,226,735927,2014-11-25,1,78,-1,72,Penn_St,Akron,0,0
3,295,735972,2015-01-09,1,84,-1,67,Toledo,Akron,0,0
3,295,736012,2015-02-18,-1,68,1,66,Toledo,Akron,0,0
4,15,735985,2015-01-22,1,93,-1,91,Arkansas,Alabama,1,0
4,90,735990,2015-01-27,-1,52,1,50,Florida,Alabama,0,0
4,102,736015,2015-02-21,-1,66,1,65,Georgia,Alabama,1,0
4,128,735926,2014-11-24,0,84,0,74,Iowa_St,Alabama,1,0
4,139,735980,2015-01-17,-1,70,1,48,Kentucky,Alabama,1,0
4,139,735994,2015-01-31,1,70,-1,55,Kentucky,Alabama,1,0
4,154,736001,2015-02-07,1,71,-1,60,LSU,Alabama,1,0
4,172,736025,2015-03-03,-1,82,1,74,Mississippi,Alabama,1,0
4,266,735976,2015-01-13,1,68,-1,66,South_Carolina,Alabama,0,0
4,324,736008,2015-02-14,-1,76,1,68,Vanderbilt,Alabama,0,0
4,324,736022,2015-02-28,1,73,-1,66,Vanderbilt,Alabama,0,0
4,341,735948,2014-12-16,1,53,-1,52,Wichita_St,Alabama,1,0
4,349,735938,2014-12-06,1,97,-1,84,Xavier,Alabama,1,0
5,6,735980,2015-01-17,-1,59,1,56,Alabama_St,Alabama_A&M,0,0
5,14,736003,2015-02-09,-1,53,1,42,Ark_Pine_Bluff,Alabama_A&M,0,0
5,28,735938,2014-12-06,1,64,-1,47,Bowling_Green,Alabama_A&M,0,0
