team2,team1,notsure1,date,H_A_N1,points1,H_A_N2,points2,team1_name,team2_name,team1_madness,team2_madness
1,16,737011,2017-11-13,1,83,-1,69,Arkansas_St,Abilene_Chr,0,0
1,41,737114,2018-02-24,-1,74,1,72,Cent_Arkansas,Abilene_Chr,0,0
1,143,737018,2017-11-20,-1,75,1,67,Lipscomb,Abilene_Chr,1,0
1,143,737045,2017-12-17,1,67,-1,65,Lipscomb,Abilene_Chr,1,0
1,199,737056,2017-12-28,1,77,-1,74,New_Orleans,Abilene_Chr,0,0
1,201,737097,2018-02-07,-1,69,1,65,Nicholls_St,Abilene_Chr,0,0
1,248,737093,2018-02-03,1,84,-1,77,Sam_Houston_St,Abilene_Chr,0,0
1,256,737023,2017-11-25,0,88,0,78,SC_Upstate,Abilene_Chr,0,0
1,257,737065,2018-01-06,-1,72,1,70,SE_Louisiana,Abilene_Chr,0,0
1,257,737107,2018-02-17,1,68,-1,54,SE_Louisiana,Abilene_Chr,0,0
1,261,737076,2018-01-17,-1,76,1,66,SF_Austin,Abilene_Chr,1,0
1,261,737118,2018-02-28,1,76,-1,56,SF_Austin,Abilene_Chr,1,0
1,284,737083,2018-01-24,1,80,-1,66,TAM_C._Christi,Abilene_Chr,0,0
1,284,737112,2018-02-22,-1,76,1,67,TAM_C._Christi,Abilene_Chr,0,0
1,293,737050,2017-12-22,1,74,-1,47,Texas_Tech,Abilene_Chr,1,0
2,1,737034,2017-12-06,-1,62,1,58,Abilene_Chr,Air_Force,0,0
2,17,737045,2017-12-17,0,79,0,54,Army,Air_Force,0,0
2,25,737086,2018-01-27,-1,70,1,64,Boise_St,Air_Force,0,0
2,25,737107,2018-02-17,1,76,-1,52,Boise_St,Air_Force,0,0
2,54,737024,2017-11-26,1,81,-1,69,Colorado,Air_Force,0,0
2,94,737058,2017-12-30,1,71,-1,59,Fresno_St,Air_Force,0,0
2,94,737116,2018-02-26,-1,54,1,48,Fresno_St,Air_Force,0,0
2,124,737027,2017-11-29,1,74,-1,64,Indiana_St,Air_Force,0,0
2,195,737065,2018-01-06,-1,86,1,75,Nevada,Air_Force,1,0
2,197,737055,2017-12-27,1,87,-1,58,New_Mexico,Air_Force,0,0
2,223,737019,2017-11-21,-1,83,1,71,Pacific,Air_Force,0,0
2,251,737093,2018-02-03,1,81,-1,50,San_Diego_St,Air_Force,1,0
2,251,737111,2018-02-21,-1,67,1,56,San_Diego_St,Air_Force,1,0
2,304,737036,2017-12-08,1,67,-1,48,UC_Riverside,Air_Force,0,0
2,313,737069,2018-01-10,-1,81,1,76,UNLV,Air_Force,0,0
2,313,737104,2018-02-14,1,81,-1,73,UNLV,Air_Force,0,0
2,318,737083,2018-01-24,1,71,-1,49,Utah_St,Air_Force,0,0
2,348,737118,2018-02-28,1,66,-1,54,Wyoming,Air_Force,0,0
3,20,737086,2018-01-27,1,111,-1,106,Ball_St,Akron,0,0
3,20,737103,2018-02-13,-1,90,1,77,Ball_St,Akron,0,0
3,33,737068,2018-01-09,-1,87,1,65,Buffalo,Akron,1,0
3,33,737117,2018-02-27,1,80,-1,68,Buffalo,Akron,1,0
3,66,737053,2017-12-25,0,91,0,78,Davidson,Akron,1,0
3,67,737023,2017-11-25,1,73,-1,60,Dayton,Akron,0,0
3,79,737075,2018-01-16,1,63,-1,49,E_Michigan,Akron,0,0
3,136,737107,2018-02-17,1,78,-1,68,Kent,Akron,0,0
3,159,737030,2017-12-02,1,86,-1,64,Marshall,Akron,1,0
3,167,737089,2018-01-30,1,79,-1,64,Miami_OH,Akron,0,0
3,167,737114,2018-02-24,-1,64,1,62,Miami_OH,Akron,0,0
3,215,737096,2018-02-06,1,99,-1,75,Ohio,Akron,0,0
3,233,737051,2017-12-23,0,64,0,62,Princeton,Akron,0,0
3,295,737064,2018-01-05,1,67,-1,65,Toledo,Akron,0,0
3,295,737093,2018-02-03,-1,77,1,56,Toledo,Akron,0,0
3,314,737050,2017-12-22,0,84,0,53,USC,Akron,0,0
3,332,737061,2018-01-02,1,87,-1,75,W_Michigan,Akron,0,0
4,11,737037,2017-12-09,1,88,-1,82,Arizona,Alabama,1,1
4,15,737114,2018-02-24,-1,76,1,73,Arkansas,Alabama,1,1
4,18,737111,2018-02-21,1,90,-1,71,Auburn,Alabama,1,1
4,89,737117,2018-02-27,-1,73,1,52,Florida,Alabama,1,1
4,101,737065,2018-01-06,1,65,-1,46,Georgia,Alabama,0,1
4,137,737107,2018-02-17,1,81,-1,71,Kentucky,Alabama,1,1
4,170,737023,2017-11-25,0,89,0,84,Minnesota,Alabama,0,1
4,171,737082,2018-01-23,1,78,-1,66,Mississippi,Alabama,0,1
4,172,737096,2018-02-06,1,67,-1,63,Mississippi_St,Alabama,0,1
4,173,737090,2018-01-31,-1,69,1,60,Missouri,Alabama,1,1
4,290,737050,2017-12-22,0,66,0,50,Texas,Alabama,1,1
4,291,737121,2018-03-03,1,68,-1,66,Texas_A&M,Alabama,1,1
4,306,737031,2017-12-03,-1,65,1,62,UCF,Alabama,0,1
4,324,737061,2018-01-02,1,76,-1,75,Vanderbilt,Alabama,0,1
5,4,737015,2017-11-17,1,104,-1,67,Alabama,Alabama_A&M,1,0
5,6,737072,2018-01-13,1,70,-1,67,Alabama_St,Alabama_A&M,0,0
5,6,737100,2018-02-10,-1,69,1,50,Alabama_St,Alabama_A&M,0,0
5,8,737079,2018-01-20,1,68,-1,52,Alcorn_St,Alabama_A&M,0,0
5,8,737107,2018-02-17,-1,80,1,60,Alcorn_St,Alabama_A&M,0,0
5,14,737065,2018-01-06,-1,69,1,62,Ark_Pine_Bluff,Alabama_A&M,0,0
5,14,737093,2018-02-03,1,80,-1,62,Ark_Pine_Bluff,Alabama_A&M,0,0
5,19,737030,2017-12-02,1,67,-1,47,Austin_Peay,Alabama_A&M,0,0
5,71,737039,2017-12-11,1,83,-1,59,DePaul,Alabama_A&M,0,0
5,100,737051,2017-12-23,1,89,-1,49,Georgetown,Alabama_A&M,0,0
5,102,737027,2017-11-29,-1,63,1,53,Georgia_St,Alabama_A&M,1,0
5,105,737119,2018-03-01,-1,84,1,74,Grambling,Alabama_A&M,0,0
5,129,737062,2018-01-03,1,59,-1,56,Jackson_St,Alabama_A&M,0,0
5,168,737049,2017-12-21,1,97,-1,47,Michigan,Alabama_A&M,1,0
5,170,737019,2017-11-21,1,100,-1,57,Minnesota,Alabama_A&M,0,0
5,181,737095,2018-02-05,1,77,-1,67,MS_Valley_St,Alabama_A&M,0,0
5,200,737022,2017-11-24,1,96,-1,74,Niagara,Alabama_A&M,0,0
5,215,737009,2017-11-11,1,61,-1,53,Ohio,Alabama_A&M,0,0
5,231,737088,2018-01-29,-1,88,1,67,Prairie_View,Alabama_A&M,0,0
5,231,737116,2018-02-26,1,71,-1,58,Prairie_View,Alabama_A&M,0,0
5,249,737011,2017-11-13,1,87,-1,68,Samford,Alabama_A&M,0,0
5,269,737041,2017-12-13,-1,69,1,54,Southern_Miss,Alabama_A&M,0,0
5,270,737081,2018-01-22,1,62,-1,61,Southern_Univ,Alabama_A&M,0,0
