team2,team1,notsure1,date,H_A_N1,points1,H_A_N2,points2,team1_name,team2_name,team1_madness,team2_madness
1,34,731614,2003-02-03,1,65,-1,33,BYU,Air_Force,1,0
1,34,731640,2003-03-01,-1,56,1,43,BYU,Air_Force,1,0
1,54,731598,2003-01-18,1,51,-1,49,Colorado_St,Air_Force,1,0
1,141,731542,2002-11-23,1,65,-1,47,Louisville,Air_Force,1,0
1,184,731619,2003-02-08,1,73,-1,59,New_Mexico,Air_Force,0,0
1,198,731571,2002-12-22,1,61,-1,44,Oakland,Air_Force,0,0
1,232,731591,2003-01-11,-1,63,1,48,San_Diego_St,Air_Force,0,0
1,232,731633,2003-02-22,1,67,-1,53,San_Diego_St,Air_Force,0,0
1,267,731550,2002-12-01,1,60,-1,47,Tennessee_Tech,Air_Force,0,0
1,279,731576,2002-12-27,0,69,0,59,UAB,Air_Force,0,0
1,290,731635,2003-02-24,1,74,-1,70,UNLV,Air_Force,0,0
1,294,731612,2003-02-01,1,45,-1,35,Utah,Air_Force,1,0
1,294,731642,2003-03-03,-1,57,1,52,Utah,Air_Force,1,0
1,324,731600,2003-01-20,1,46,-1,44,Wyoming,Air_Force,0,0
1,324,731628,2003-02-17,-1,64,1,57,Wyoming,Air_Force,0,0
2,28,731598,2003-01-18,1,74,-1,60,Bowling_Green,Akron,0,0
2,32,731647,2003-03-08,1,70,-1,66,Buffalo,Akron,0,0
2,35,731619,2003-02-08,-1,99,1,92,C_Michigan,Akron,1,0
2,49,731553,2002-12-04,-1,68,1,65,Cleveland_St,Akron,0,0
2,127,731556,2002-12-07,1,84,-1,82,James_Madison,Akron,0,0
2,130,731603,2003-01-23,-1,79,1,72,Kent,Akron,0,0
2,150,731623,2003-02-12,1,74,-1,58,Marshall,Akron,0,0
2,158,731600,2003-01-20,1,74,-1,59,Miami_OH,Akron,0,0
2,158,731631,2003-02-20,-1,55,1,53,Miami_OH,Akron,0,0
2,187,731563,2002-12-14,1,77,-1,71,Niagara,Akron,0,0
2,199,731588,2003-01-08,1,112,-1,104,Ohio,Akron,0,0
2,308,731605,2003-01-25,1,68,-1,52,W_Michigan,Akron,0,0
2,323,731542,2002-11-23,1,78,-1,75,Wright_St,Akron,0,0
3,14,731616,2003-02-05,1,81,-1,70,Arkansas,Alabama,0,1
