team2,team1,notsure1,date,H_A_N1,points1,H_A_N2,points2,team1_name,team2_name,team1_madness,team2_madness
1,100,732291,2004-12-11,0,64,0,42,Georgia_Tech,Air_Force,1,0
1,120,732308,2004-12-28,1,73,-1,63,Iowa,Air_Force,1,0
1,134,732293,2004-12-13,1,66,-1,59,Lamar,Air_Force,0,0
1,150,732266,2004-11-16,1,69,-1,65,Marquette,Air_Force,0,0
1,185,732356,2005-02-14,1,63,-1,52,New_Mexico,Air_Force,1,0
1,257,732322,2005-01-11,1,59,-1,58,St_Mary's_CA,Air_Force,1,0
1,292,732368,2005-02-26,1,63,-1,57,UNLV,Air_Force,0,0
1,296,732335,2005-01-24,1,63,-1,51,Utah,Air_Force,1,0
1,296,732361,2005-02-19,-1,65,1,56,Utah,Air_Force,1,0
1,319,732278,2004-11-28,1,50,-1,45,WI_Milwaukee,Air_Force,1,0
1,327,732347,2005-02-05,1,67,-1,63,Wyoming,Air_Force,0,0
2,32,732375,2005-03-05,1,72,-1,56,Buffalo,Akron,0,0
2,65,732303,2004-12-23,1,77,-1,66,Dayton,Akron,0,0
2,71,732269,2004-11-19,1,90,-1,88,Drake,Akron,0,0
2,130,732351,2005-02-09,-1,57,1,54,Kent,Akron,0,0
2,130,732368,2005-02-26,1,73,-1,68,Kent,Akron,0,0
2,159,732341,2005-01-30,1,74,-1,63,Miami_OH,Akron,0,0
2,178,732284,2004-12-04,1,66,-1,58,N_Illinois,Akron,0,0
2,274,732317,2005-01-06,1,70,-1,59,Toledo,Akron,0,0
2,311,732319,2005-01-08,1,84,-1,75,W_Michigan,Akron,0,0
3,86,732347,2005-02-05,1,85,-1,54,Florida,Alabama,1,1
3,131,732368,2005-02-26,-1,78,1,71,Kentucky,Alabama,1,1
3,146,732364,2005-02-22,1,61,-1,59,LSU,Alabama,1,1
3,303,732316,2005-01-05,1,70,-1,56,Vanderbilt,Alabama,0,1
3,314,732277,2004-11-27,0,79,0,76,Washington,Alabama,1,1
3,323,732309,2004-12-29,1,76,-1,62,Wisconsin,Alabama,1,1
4,13,732321,2005-01-10,1,62,-1,60,Ark_Pine_Bluff,Alabama_A&M,0,1
4,13,732349,2005-02-07,-1,75,1,74,Ark_Pine_Bluff,Alabama_A&M,0,1
4,24,732261,2004-11-11,0,79,0,69,Birmingham_So,Alabama_A&M,0,1
4,84,732262,2004-11-12,0,62,0,47,Fairfield,Alabama_A&M,0,1
4,98,732281,2004-12-01,1,71,-1,54,Georgia,Alabama_A&M,0,1
4,102,732314,2005-01-03,-1,72,1,69,Grambling,Alabama_A&M,0,1
4,102,732373,2005-03-03,1,80,-1,69,Grambling,Alabama_A&M,0,1
4,124,732375,2005-03-05,1,67,-1,63,Jackson_St,Alabama_A&M,0,1
4,242,732300,2004-12-20,1,85,-1,62,SF_Austin,Alabama_A&M,0,1
4,267,732294,2004-12-14,1,86,-1,67,Tennessee_St,Alabama_A&M,0,1
4,270,732291,2004-12-11,1,71,-1,68,Texas_A&M,Alabama_A&M,0,1
4,279,732368,2005-02-26,-1,82,1,75,TX_Southern,Alabama_A&M,0,1
4,280,732308,2004-12-28,1,100,-1,68,UAB,Alabama_A&M,1,1
5,3,732287,2004-12-07,-1,72,1,54,Alabama,Alabama_St,1,0
5,4,732326,2005-01-15,1,59,-1,52,Alabama_A&M,Alabama_St,1,0
5,4,732354,2005-02-12,-1,96,1,93,Alabama_A&M,Alabama_St,1,0
5,7,732363,2005-02-21,1,51,-1,47,Alcorn_St,Alabama_St,0,0
5,24,732284,2004-12-04,-1,71,1,63,Birmingham_So,Alabama_St,0,0
5,100,732269,2004-11-19,1,74,-1,37,Georgia_Tech,Alabama_St,1,0
5,102,732375,2005-03-05,1,60,-1,48,Grambling,Alabama_St,0,0
5,173,732321,2005-01-10,1,56,-1,43,MS_Valley_St,Alabama_St,0,0
5,227,732271,2004-11-21,0,50,0,47,S_Carolina_St,Alabama_St,0,0
5,249,732361,2005-02-19,1,56,-1,55,Southern_Univ,Alabama_St,0,0
5,266,732294,2004-12-14,1,71,-1,45,Tennessee,Alabama_St,0,0
5,277,732308,2004-12-28,0,71,0,59,Tulane,Alabama_St,0,0
5,279,732370,2005-02-28,-1,56,1,54,TX_Southern,Alabama_St,0,0
5,299,732307,2004-12-27,1,89,-1,57,UTEP,Alabama_St,1,0
6,23,732351,2005-02-09,1,67,-1,53,Binghamton,Albany_NY,0,0
6,23,732375,2005-03-05,1,76,-1,70,Binghamton,Albany_NY,0,0
6,27,732313,2005-01-02,-1,72,1,69,Boston_Univ,Albany_NY,0,0
6,27,732341,2005-01-30,1,48,-1,47,Boston_Univ,Albany_NY,0,0
6,135,732280,2004-11-30,1,72,-1,61,Lehigh,Albany_NY,0,0
6,139,732288,2004-12-08,-1,80,1,76,Long_Island,Albany_NY,0,0
6,193,732320,2005-01-09,-1,73,1,70,Northeastern,Albany_NY,0,0
6,193,732369,2005-02-27,1,70,-1,63,Northeastern,Albany_NY,0,0
6,261,732366,2005-02-24,1,68,-1,63,Stony_Brook,Albany_NY,0,0
6,262,732308,2004-12-28,1,72,-1,55,Syracuse,Albany_NY,1,0
6,288,732330,2005-01-19,1,67,-1,62,UMBC,Albany_NY,0,0
6,304,732333,2005-01-22,1,62,-1,45,Vermont,Albany_NY,1,0
6,304,732358,2005-02-16,-1,71,1,63,Vermont,Albany_NY,1,0
6,305,732302,2004-12-22,1,86,-1,72,Villanova,Albany_NY,1,0
6,312,732277,2004-11-27,1,66,-1,65,Wagner,Albany_NY,0,0
7,1,732271,2004-11-21,1,67,-1,41,Air_Force,Alcorn_St,0,0
7,4,732333,2005-01-22,1,78,-1,53,Alabama_A&M,Alcorn_St,1,0
7,4,732361,2005-02-19,-1,77,1,63,Alabama_A&M,Alcorn_St,1,0
7,5,732335,2005-01-24,1,69,-1,58,Alabama_St,Alcorn_St,0,0
7,13,732356,2005-02-14,1,70,-1,65,Ark_Pine_Bluff,Alcorn_St,0,0
7,59,732265,2004-11-15,1,74,-1,40,Creighton,Alcorn_St,1,0
7,102,732349,2005-02-07,-1,54,1,50,Grambling,Alcorn_St,0,0
7,116,732287,2004-12-07,1,75,-1,62,Illinois_St,Alcorn_St,0,0
7,124,732319,2005-01-08,1,70,-1,58,Jackson_St,Alcorn_St,0,0
7,124,732347,2005-02-05,-1,68,1,63,Jackson_St,Alcorn_St,0,0
7,173,732326,2005-01-15,-1,63,1,59,MS_Valley_St,Alcorn_St,0,0
7,173,732354,2005-02-12,1,81,-1,42,MS_Valley_St,Alcorn_St,0,0
7,194,732266,2004-11-16,0,70,0,61,Northern_Arizona,Alcorn_St,0,0
7,215,732314,2005-01-03,-1,77,1,69,Prairie_View,Alcorn_St,0,0
7,248,732291,2004-12-11,1,82,-1,61,Southern_Miss,Alcorn_St,0,0
7,249,732368,2005-02-26,1,85,-1,53,Southern_Univ,Alcorn_St,0,0
7,251,732309,2004-12-29,0,80,0,66,St_Bonaventure,Alcorn_St,0,0
