team2,team1,notsure1,date,H_A_N1,points1,H_A_N2,points2,team1_name,team2_name,team1_madness,team2_madness
1,34,732711,2006-02-04,1,65,-1,59,BYU,Air_Force,0,1
1,187,732697,2006-01-21,1,62,-1,59,New_Mexico,Air_Force,0,1
1,237,732715,2006-02-08,1,61,-1,51,San_Diego_St,Air_Force,1,1
1,318,732630,2005-11-15,1,85,-1,74,Washington,Air_Force,1,1
1,331,732687,2006-01-11,1,55,-1,50,Wyoming,Air_Force,0,1
2,32,732736,2006-03-01,1,83,-1,71,Buffalo,Akron,0,0
2,37,732648,2005-12-03,1,89,-1,75,California,Akron,1,0
2,48,732666,2005-12-21,0,66,0,59,Clemson,Akron,0,0
2,131,732711,2006-02-04,1,63,-1,57,Kent,Akron,1,0
2,143,732655,2005-12-10,1,111,-1,85,Louisville,Akron,0,0
2,160,732729,2006-02-22,1,63,-1,60,Miami_OH,Akron,0,0
2,185,732724,2006-02-17,1,88,-1,61,Nevada,Akron,1,0
2,203,732700,2006-01-24,1,66,-1,63,Ohio,Akron,0,0
3,14,732728,2006-02-21,1,65,-1,63,Arkansas,Alabama,1,1
3,98,732708,2006-02-01,1,88,-1,79,Georgia,Alabama,0,1
3,147,732697,2006-01-21,1,68,-1,57,LSU,Alabama,1,1
3,157,732632,2005-11-17,-1,87,1,76,Memphis,Alabama,1,1
3,164,732683,2006-01-07,-1,71,1,61,Mississippi,Alabama,0,1
3,165,732739,2006-03-04,1,71,-1,58,Mississippi_St,Alabama,0,1
3,183,732667,2005-12-22,-1,68,1,64,NC_State,Alabama,1,1
3,201,732652,2005-12-07,-1,78,1,71,Notre_Dame,Alabama,0,1
3,205,732676,2005-12-31,1,68,-1,56,Oklahoma,Alabama,1,1
3,250,732721,2006-02-14,1,67,-1,56,South_Carolina,Alabama,0,1
3,269,732655,2005-12-10,1,68,-1,58,Temple,Alabama,0,1
4,5,732690,2006-01-14,1,81,-1,68,Alabama_St,Alabama_A&M,0,0
4,5,732719,2006-02-12,-1,80,1,74,Alabama_St,Alabama_A&M,0,0
4,7,732699,2006-01-23,1,77,-1,74,Alcorn_St,Alabama_A&M,0,0
4,13,732711,2006-02-04,1,70,-1,68,Ark_Pine_Bluff,Alabama_A&M,0,0
4,124,732678,2006-01-02,1,84,-1,77,Jackson_St,Alabama_A&M,0,0
4,184,732666,2005-12-21,1,67,-1,60,Nebraska,Alabama_A&M,0,0
4,253,732697,2006-01-21,1,72,-1,65,Southern_Univ,Alabama_A&M,1,0
4,253,732725,2006-02-18,-1,84,1,80,Southern_Univ,Alabama_A&M,1,0
4,270,732672,2005-12-27,1,93,-1,68,Tennessee,Alabama_A&M,1,0
4,303,732721,2006-02-14,1,60,-1,44,UTEP,Alabama_A&M,0,0
4,307,732662,2005-12-17,1,74,-1,58,Vanderbilt,Alabama_A&M,0,0
5,3,732635,2005-11-20,1,105,-1,68,Alabama,Alabama_St,1,0
5,13,732685,2006-01-09,-1,52,1,49,Ark_Pine_Bluff,Alabama_St,0,0
5,24,732645,2005-11-30,1,69,-1,55,Birmingham_So,Alabama_St,0,0
5,33,732629,2005-11-14,0,70,0,61,Butler,Alabama_St,0,0
5,86,732643,2005-11-28,1,87,-1,60,Florida,Alabama_St,1,0
5,87,732655,2005-12-10,1,74,-1,67,Florida_A&M,Alabama_St,0,0
5,99,732675,2005-12-30,-1,66,1,49,Georgia_St,Alabama_St,0,0
5,102,732678,2006-01-02,1,62,-1,59,Grambling,Alabama_St,0,0
5,102,732737,2006-03-02,-1,69,1,67,Grambling,Alabama_St,0,0
5,124,732680,2006-01-04,1,77,-1,64,Jackson_St,Alabama_St,0,0
5,174,732683,2006-01-07,-1,74,1,70,MS_Valley_St,Alabama_St,0,0
5,218,732734,2006-02-27,1,75,-1,72,Prairie_View,Alabama_St,0,0
5,249,732640,2005-11-25,1,82,-1,65,South_Alabama,Alabama_St,1,0
5,253,732699,2006-01-23,1,72,-1,68,Southern_Univ,Alabama_St,1,0
5,280,732660,2005-12-15,1,71,-1,53,Troy,Alabama_St,0,0
5,283,732732,2006-02-25,1,69,-1,62,TX_Southern,Alabama_St,0,0
5,331,732628,2005-11-13,1,69,-1,54,Wyoming,Alabama_St,0,0
6,86,732625,2005-11-10,1,83,-1,64,Florida,Albany_NY,1,1
6,105,732662,2005-12-17,-1,61,1,48,Harvard,Albany_NY,0,1
6,186,732698,2006-01-22,-1,75,1,72,New_Hampshire,Albany_NY,0,1
6,186,732730,2006-02-23,1,78,-1,71,New_Hampshire,Albany_NY,0,1
6,233,732636,2005-11-21,-1,63,1,61,Sacred_Heart,Albany_NY,0,1
6,237,732641,2005-11-26,1,80,-1,53,San_Diego_St,Albany_NY,1,1
6,247,732648,2005-12-03,1,82,-1,74,Siena,Albany_NY,0,1
6,289,732644,2005-11-29,1,73,-1,65,UCLA,Albany_NY,1,1
6,305,732724,2006-02-17,1,70,-1,67,VA_Commonwealth,Albany_NY,0,1
6,308,732694,2006-01-18,1,65,-1,53,Vermont,Albany_NY,0,1
7,4,732727,2006-02-20,1,84,-1,74,Alabama_A&M,Alcorn_St,0,0
7,5,732697,2006-01-21,-1,75,1,70,Alabama_St,Alcorn_St,0,0
7,5,732725,2006-02-18,1,71,-1,69,Alabama_St,Alcorn_St,0,0
7,11,732641,2005-11-26,1,86,-1,74,Arizona_St,Alcorn_St,0,0
7,13,732692,2006-01-16,1,74,-1,48,Ark_Pine_Bluff,Alcorn_St,0,0
7,13,732720,2006-02-13,-1,66,1,62,Ark_Pine_Bluff,Alcorn_St,0,0
7,89,732636,2005-11-21,1,85,-1,67,Florida_St,Alcorn_St,0,0
7,102,732685,2006-01-09,-1,65,1,62,Grambling,Alcorn_St,0,0
7,124,732711,2006-02-04,1,89,-1,67,Jackson_St,Alcorn_St,0,0
7,164,732675,2005-12-30,1,82,-1,69,Mississippi,Alcorn_St,0,0
7,174,732690,2006-01-14,1,67,-1,59,MS_Valley_St,Alcorn_St,0,0
7,187,732665,2005-12-20,1,87,-1,75,New_Mexico,Alcorn_St,0,0
7,234,732646,2005-12-01,1,51,-1,50,Sam_Houston_St,Alcorn_St,0,0
7,246,732650,2005-12-05,1,75,-1,57,SF_Austin,Alcorn_St,0,0
7,251,732633,2005-11-18,1,69,-1,52,South_Florida,Alcorn_St,0,0
7,253,732704,2006-01-28,1,72,-1,55,Southern_Univ,Alcorn_St,1,0
7,253,732732,2006-02-25,-1,69,1,57,Southern_Univ,Alcorn_St,1,0
7,284,732655,2005-12-10,1,81,-1,59,UAB,Alcorn_St,1,0
7,297,732663,2005-12-18,1,76,-1,53,USC,Alcorn_St,0,0
8,31,732687,2006-01-11,-1,58,1,50,Bucknell,American_Univ,1,0
8,31,732715,2006-02-08,1,74,-1,57,Bucknell,American_Univ,1,0
8,31,732740,2006-03-05,1,64,-1,50,Bucknell,American_Univ,1,0
8,96,732650,2005-12-05,0,75,0,35,George_Mason,American_Univ,1,0
8,109,732697,2006-01-21,1,74,-1,63,Holy_Cross,American_Univ,0,0
8,109,732725,2006-02-18,-1,69,1,62,Holy_Cross,American_Univ,0,0
8,133,732641,2005-11-26,1,75,-1,63,La_Salle,American_Univ,0,0
8,136,732683,2006-01-07,-1,70,1,59,Lehigh,American_Univ,0,0
8,136,732711,2006-02-04,1,65,-1,58,Lehigh,American_Univ,0,0
8,145,732644,2005-11-29,1,68,-1,60,Loyola_MD,American_Univ,0,0
8,153,732668,2005-12-23,1,81,-1,55,Maryland,American_Univ,0,0
8,181,732701,2006-01-25,1,77,-1,68,Navy,American_Univ,0,0
8,203,732648,2005-12-03,1,81,-1,50,Ohio,American_Univ,0,0
8,308,732674,2005-12-29,1,72,-1,62,Vermont,American_Univ,0,0
8,316,732637,2005-11-22,1,75,-1,59,Wagner,American_Univ,0,0
8,318,732634,2005-11-19,1,99,-1,82,Washington,American_Univ,1,0
8,333,732685,2006-01-09,-1,71,1,59,Yale,American_Univ,0,0
9,12,732665,2005-12-20,1,78,-1,63,Ark_Little_Rock,Appalachian_St,0,0
9,44,732692,2006-01-16,-1,73,1,57,Chattanooga,Appalachian_St,0,0
9,44,732727,2006-02-20,1,64,-1,50,Chattanooga,Appalachian_St,0,0
9,44,732739,2006-03-04,0,78,0,75,Chattanooga,Appalachian_St,0,0
9,51,732706,2006-01-30,1,64,-1,53,Col_Charleston,Appalachian_St,0,0
9,64,732648,2005-12-03,-1,102,1,69,Davidson,Appalachian_St,1,0
9,80,732683,2006-01-07,1,65,-1,59,Elon,Appalachian_St,0,0
9,92,732714,2006-02-07,1,76,-1,64,Furman,Appalachian_St,0,0
9,127,732643,2005-11-28,1,81,-1,79,James_Madison,Appalachian_St,0,0
9,152,732680,2006-01-04,-1,64,1,60,Marshall,Appalachian_St,0,0
9,183,732655,2005-12-10,1,92,-1,68,NC_State,Appalachian_St,1,0
9,190,732675,2005-12-30,0,79,0,70,Niagara,Appalachian_St,0,0
9,270,732651,2005-12-06,1,89,-1,81,Tennessee,Appalachian_St,1,0
9,294,732697,2006-01-21,1,62,-1,60,UNC_Greensboro,Appalachian_St,0,0
